Wall time,Step,Value
1639407550.248343,18,1.1004106998443604
1639407572.461921,47,0.9987637400627136
1639407573.381207,62,0.9685796499252319
1639407573.452015,63,0.9617606997489929
1639407599.054789,89,0.9211456775665283
1639407600.046221,103,0.8937855958938599
1639407600.353581,107,0.8688743114471436
1639407621.626955,128,0.865073561668396
1639407642.78897,164,0.8880247473716736
1639407643.389089,172,0.8666695356369019
1639407644.800594,191,0.8150064945220947
1639407665.283353,203,0.8139692544937134
1639407689.286174,244,0.7771426439285278
1639407690.36842,259,0.7573349475860596
1639407713.316778,282,0.7106313705444336
1639407713.537051,285,0.7356743812561035
1639407715.976448,319,0.7219015955924988
1639407762.959519,366,0.7028580904006958
1639407764.406196,386,0.6795454621315002
1639407782.896682,402,0.6510571241378784
1639407783.842772,415,0.640762209892273
1639407785.48657,437,0.6520193219184875
1639407806.866775,465,0.6293729543685913
1639407807.692238,475,0.6611177921295166
1639407827.810192,481,0.6940867900848389
1639407830.007484,510,0.657267153263092
1639407851.547765,533,0.6213687658309937
1639407851.932499,538,0.6134241819381714
1639407852.085029,540,0.6025140285491943
1639407853.276715,556,0.60399329662323
1639407876.637495,562,0.624159038066864
1639407879.199046,596,0.635563313961029
1639407903.89643,637,0.56629878282547
1639407922.232726,643,0.5771538019180298
1639407922.309424,644,0.5848333239555359
1639407923.346286,658,0.529572606086731
1639407924.654987,675,0.5564888715744019
1639407966.44361,721,0.5940689444541931
1639407985.986354,764,0.5872706770896912
1639407986.798464,775,0.5475912094116211
1639408008.548359,804,0.5565811395645142
1639408032.52656,857,0.4766763746738434
1639408033.123875,866,0.5229606628417969
1639408051.903581,886,0.5552747249603271
1639408075.145891,942,0.5006586313247681
1639408099.817423,999,0.4473033547401428
1639408124.102101,1015,0.488190621137619
1639408124.93492,1026,0.5487746596336365
1639408125.757477,1037,0.4834212064743042
1639408152.193207,1056,0.5315381288528442
1639408153.484537,1071,0.45061177015304565
1639408184.611452,1109,0.47261518239974976
1639408184.815145,1111,0.46323704719543457
1639408205.834557,1125,0.4341094493865967
1639408206.317011,1132,0.49673032760620117
1639408207.730752,1151,0.4693838357925415
1639408207.815632,1152,0.4919879734516144
1639408224.102162,1164,0.502173662185669
1639408224.8525,1174,0.513347327709198
1639408225.007143,1176,0.4346647262573242
1639408225.562511,1184,0.47656387090682983
1639408244.963827,1218,0.4549334645271301
1639408267.371412,1252,0.47276806831359863
1639408267.500703,1254,0.384200781583786
1639408267.703021,1257,0.442707359790802
1639408268.014215,1261,0.4442950487136841
1639408268.41844,1267,0.4240541458129883
1639408268.743795,1271,0.4027544856071472
1639408309.281008,1325,0.47264406085014343
1639408310.643469,1345,0.3929862380027771
