Wall time,Step,Value
1638814522.2186503,18,19.563690185546875
1638814536.8016715,47,17.455917358398438
1638814544.3433232,62,18.3236026763916
1638814544.8475418,63,15.466097831726074
1638814548.8676016,71,17.116891860961914
1638814551.8851671,77,16.42507553100586
1638814554.3997366,82,18.56652069091797
1638814557.918743,89,17.544166564941406
1638814564.9564729,103,17.652727127075195
1638814566.966844,107,13.732646942138672
1638814577.5233681,128,15.826885223388672
1638814578.528675,130,16.27124786376953
1638814592.119563,157,18.82422637939453
1638814593.6286912,160,20.484901428222656
1638814595.6387374,164,19.990367889404297
1638814599.6613793,172,22.336091995239258
1638814609.2174647,191,19.4844913482666
1638814615.257796,203,17.449363708496094
1638814628.3291576,229,18.818729400634766
1638814635.8713977,244,15.720382690429688
1638814636.3745918,245,15.8226957321167
1638814643.4120207,259,18.818843841552734
1638814649.4440672,271,19.166881561279297
1638814650.951426,274,18.167484283447266
1638814654.9727774,282,20.311227798461914
1638814656.480911,285,17.059223175048828
1638814661.5121822,295,16.877534866333008
1638814672.0776281,316,17.29751968383789
1638814673.5852652,319,18.766969680786133
1638814687.1608455,346,17.637313842773438
1638814693.1926594,358,18.489580154418945
1638814697.2146626,366,20.146928787231445
1638814703.254957,378,17.66499900817871
1638814707.277744,386,16.192670822143555
1638814709.290033,390,19.322654724121094
1638814715.330263,402,19.73369026184082
1638814721.865327,415,18.563106536865234
1638814732.4233196,436,16.9639835357666
1638814732.9258523,437,18.104225158691406
1638814733.931916,439,21.617389678955078
1638814737.451357,446,20.01059913635254
1638814744.990652,461,18.050851821899414
1638814747.0009062,465,17.06831932067871
1638814752.0364885,475,17.368152618408203
1638814754.5525362,480,18.329938888549805
1638814755.0553598,481,17.025217056274414
1638814769.6376655,510,16.94826889038086
1638814770.642216,512,17.03038215637207
1638814771.1446688,513,17.145076751708984
1638814781.2004151,533,16.91845703125
1638814783.7138646,538,15.347819328308105
1638814784.719644,540,17.262083053588867
1638814790.7521873,552,15.74206829071045
1638814792.7634237,556,15.712347984313965
1638814795.7815444,562,15.40959644317627
1638814809.8611867,590,18.16551971435547
1638814811.875767,594,15.44880199432373
1638814812.8812683,596,17.523677825927734
1638814829.4723165,629,17.708784103393555
1638814833.4952888,637,18.607986450195312
1638814836.5127892,643,17.302034378051758
1638814837.0156016,644,17.25258445739746
1638814844.0546427,658,18.173681259155273
1638814848.578499,667,18.85999870300293
1638814852.5990202,675,18.334373474121094
1638814875.737644,721,17.52545928955078
1638814877.7484977,725,16.75661849975586
1638814887.3023891,744,16.340009689331055
1638814897.356549,764,15.815282821655273
1638814902.8863025,775,15.369671821594238
1638814906.4150627,782,19.011211395263672
1638814909.4432423,788,17.42223358154297
1638814917.4909022,804,16.364521026611328
1638814925.0334923,819,16.567380905151367
1638814931.5706291,832,19.544509887695312
1638814944.1398015,857,19.326007843017578
1638814948.6678934,866,16.77962875366211
1638814958.7191017,886,18.949594497680664
1638814966.2600486,901,15.788719177246094
1638814980.8358269,930,17.198970794677734
1638814986.8700252,942,17.452709197998047
1638815015.5299618,999,19.507368087768555
1638815018.0432742,1004,16.497756958007812
1638815023.5756297,1015,18.6361083984375
1638815027.095223,1022,18.973466873168945
1638815029.1073518,1026,17.339418411254883
1638815030.1125717,1028,17.79600715637207
1638815034.6384373,1037,17.942790985107422
1638815044.195409,1056,15.941729545593262
1638815051.7424035,1071,16.053382873535156
1638815054.759421,1077,16.85018539428711
1638815065.3191361,1098,17.553096771240234
1638815068.334859,1104,18.612655639648438
1638815070.8492343,1109,15.757341384887695
1638815071.8556721,1111,18.78221321105957
1638815078.8989694,1125,17.028553009033203
1638815082.4191546,1132,18.058298110961914
1638815089.4602952,1146,18.636838912963867
1638815091.9751732,1151,14.891735076904297
1638815092.477997,1152,16.224750518798828
1638815098.5130963,1164,16.603126525878906
1638815103.5452614,1174,17.443822860717773
1638815104.5513158,1176,17.323915481567383
1638815108.584589,1184,19.6013126373291
1638815113.1086383,1193,17.717578887939453
1638815125.6847303,1218,19.443578720092773
1638815129.2038162,1225,18.578384399414062
1638815139.760027,1246,18.04210662841797
1638815142.2747157,1251,18.134035110473633
1638815142.7772775,1252,17.349166870117188
1638815143.7831304,1254,19.079824447631836
1638815145.2918491,1257,15.664977073669434
1638815147.304615,1261,17.03073501586914
1638815150.3213992,1267,18.318767547607422
1638815152.3330166,1271,16.62885093688965
1638815154.849105,1276,16.999897003173828
1638815165.9099054,1298,16.19855308532715
1638815179.4894824,1325,18.53090476989746
1638815189.5444825,1345,18.270660400390625
1638815197.0867083,1360,18.046295166015625
1638815199.1004758,1364,19.713577270507812
1638815204.6357002,1375,18.845624923706055
1638815205.1388867,1376,16.07937240600586
1638815225.7604508,1417,20.09626007080078
1638815236.3181205,1438,18.437891006469727
1638815236.8210669,1439,17.648542404174805
1638815245.8715053,1457,16.904773712158203
1638815246.37412,1458,15.769203186035156
1638815254.417744,1474,17.60988426208496
1638815255.423231,1476,15.983091354370117
1638815264.4731224,1494,15.910795211791992
1638815268.4963977,1502,16.022293090820312
1638815272.5187387,1510,17.8442440032959
1638815274.0289812,1513,16.784770965576172
1638815291.6297302,1548,18.691375732421875
1638815293.1381915,1551,16.95252799987793
1638815300.180728,1565,17.239261627197266
1638815301.6893508,1568,17.485044479370117
1638815304.2020624,1573,17.913433074951172
1638815310.2351544,1585,17.686439514160156
1638815315.770647,1596,19.517730712890625
1638815318.2842555,1601,17.457706451416016
1638815331.3574998,1627,16.77350425720215
1638815335.3791692,1635,19.916057586669922
1638815352.9781632,1670,16.79367446899414
1638815357.5032926,1679,19.082965850830078
1638815360.519831,1685,17.300512313842773
1638815369.0686257,1702,16.36954689025879
1638815370.0738308,1704,17.97397804260254
1638815371.5842233,1707,19.573169708251953
1638815373.594762,1711,16.12647819519043
1638815405.7668934,1775,20.61088752746582
1638815406.7726622,1777,18.730810165405273
1638815412.80771,1789,19.2320556640625
1638815414.3165133,1792,16.54290008544922
1638815441.97596,1847,16.897668838500977
1638815443.9871128,1851,18.986661911010742
1638815448.5159066,1860,16.6259822845459
1638815452.0363038,1867,18.04490852355957
1638815462.598331,1888,15.768213272094727
1638815468.131145,1899,18.762048721313477
1638815469.6404443,1902,18.498716354370117
1638815472.6578767,1908,15.349159240722656
1638815473.1608558,1909,17.332359313964844
1638815480.705686,1924,18.76679039001465
1638815486.738298,1936,16.67627716064453
1638815488.7496428,1940,18.23789405822754
1638815491.264948,1945,15.369168281555176
1638815492.2707353,1947,17.74437713623047
1638815498.8115675,1960,18.72114372253418
1638815499.3141901,1961,15.947931289672852
1638815501.8290944,1966,16.896488189697266
1638815508.3644197,1979,17.817338943481445
1638815554.1320467,2070,20.104215621948242
1638815558.659027,2079,17.749958038330078
1638815563.6909387,2089,17.563365936279297
1638815569.2227485,2100,18.452245712280273
1638815576.2624438,2114,19.234420776367188
1638815576.765536,2115,15.790382385253906
1638815578.7765586,2119,18.267677307128906
1638815579.2794998,2120,17.387353897094727
1638815588.839731,2139,18.461273193359375
1638815616.500636,2194,18.38131332397461
1638815624.0505364,2209,19.162704467773438
1638815627.0680509,2215,18.57989501953125
1638815639.1366715,2239,17.33844566345215
1638815641.6513278,2244,18.67456817626953
1638815679.3711967,2319,18.238473892211914
1638815690.93946,2342,19.078880310058594
1638815699.488346,2359,18.79397201538086
1638815717.086446,2394,18.126298904418945
1638815738.210712,2436,16.76750946044922
1638815740.7231908,2441,18.402482986450195
1638815747.260164,2454,17.469423294067383
1638815751.282357,2462,19.445011138916016
1638815752.7904024,2465,17.811321258544922
1638815762.8452063,2485,17.353866577148438
1638815769.3792653,2498,17.073291778564453
1638815771.8925686,2503,19.508071899414062
1638815778.934505,2517,19.834182739257812
1638815779.939564,2519,19.21346092224121
1638815784.463034,2528,16.903284072875977
1638815785.468451,2530,15.501045227050781
1638815803.5812452,2566,18.471263885498047
1638815809.1172173,2577,19.96493911743164
1638815809.620128,2578,15.829139709472656
1638815814.6463687,2588,19.38387680053711
1638815820.1827927,2599,18.17780876159668
1638815823.701654,2606,16.913759231567383
1638815830.2451599,2619,21.021121978759766
1638815834.2670617,2627,18.45482635498047
1638815838.2894764,2635,16.78148651123047
1638815842.3128126,2643,18.541439056396484
1638815855.8896575,2670,18.32892417907715
1638815857.9097803,2674,18.748769760131836
1638815861.4348228,2681,15.748260498046875
1638815862.9437969,2684,16.965139389038086
1638815863.9496593,2686,18.326862335205078
1638815865.4602854,2689,19.424560546875
1638815867.4705064,2693,19.291099548339844
1638815871.9987044,2702,18.72325325012207
1638815875.0186403,2708,18.091690063476562
1638815877.5332792,2713,18.734777450561523
1638815879.5452826,2717,17.119152069091797
1638815885.5805156,2729,19.79767417907715
1638815886.0832334,2730,19.173389434814453
1638815888.0935926,2734,18.324071884155273
1638815890.606542,2739,16.462947845458984
1638815891.1089127,2740,17.393394470214844
1638815897.64594,2753,18.394798278808594
1638815898.1488764,2754,18.660451889038086
1638815898.6530085,2755,16.75931739807129
1638815901.1679943,2760,19.50218391418457
1638815903.6825018,2765,19.208894729614258
1638815905.1918375,2768,19.195846557617188
1638815910.2199693,2778,17.021448135375977
1638815913.738712,2785,20.666704177856445
1638815927.3178096,2812,18.428268432617188
1638815938.3811498,2834,18.840852737426758
1638815943.4072733,2844,17.382457733154297
1638815951.9580164,2861,17.253196716308594
1638815952.4604793,2862,18.439449310302734
1638815982.1412601,2921,18.915992736816406
1638815988.6764119,2934,17.237733840942383
1638815997.7312543,2952,17.534542083740234
1638815999.2396214,2955,20.87603187561035
1638816002.7634437,2962,19.664670944213867
1638816004.2748435,2965,21.506011962890625
1638816008.297848,2973,19.200664520263672
1638816031.4331696,3019,18.189546585083008
1638816038.9792492,3034,19.573328018188477
1638816045.516065,3047,20.54299545288086
1638816063.6291716,3083,18.93307113647461
1638816064.1322205,3084,19.17877197265625
1638816073.689113,3103,18.749889373779297
1638816074.1920571,3104,19.246877670288086
1638816074.6950758,3105,18.79925537109375
1638816079.724657,3115,18.833322525024414
1638816081.74069,3119,20.949115753173828
1638816082.2434416,3120,19.505767822265625
1638816082.7460184,3121,19.26471710205078
1638816086.2681825,3128,19.48931884765625
1638816094.8236969,3145,18.0449275970459
1638816108.9021602,3173,19.211885452270508
1638816118.457762,3192,20.422639846801758
1638816121.9782472,3199,22.177221298217773
1638816124.4922352,3204,22.477415084838867
1638816131.0307977,3217,17.095001220703125
1638816132.5380487,3220,18.170156478881836
1638816137.0639367,3229,19.830463409423828
1638816143.0977767,3241,20.369060516357422
1638816155.1611617,3265,19.280000686645508
1638816156.6695483,3268,18.647260665893555
1638816175.7745075,3306,18.7757568359375
1638816192.8773727,3340,17.585729598999023
1638816200.920564,3356,19.590415954589844
1638816209.9709706,3374,21.69609832763672
1638816215.5003204,3385,21.530315399169922
1638816219.5222218,3393,20.588369369506836
1638816225.052453,3404,18.940826416015625
1638816232.0932033,3418,19.315322875976562
1638816253.719196,3461,17.36067008972168
1638816264.7816792,3483,18.17790985107422
1638816265.2845879,3484,18.8980712890625
1638816268.8029404,3491,19.424161911010742
1638816269.8146315,3493,18.171415328979492
1638816273.3343098,3500,19.108165740966797
1638816286.4053128,3526,17.816665649414062
1638816295.4581606,3544,19.880422592163086
1638816306.5441415,3566,19.787734985351562
1638816308.0526972,3569,17.8968505859375
1638816311.57275,3576,18.633939743041992
1638816317.6077466,3588,17.34642219543457
1638816323.6414745,3600,18.298187255859375
1638816330.177652,3613,17.54540252685547
1638816330.6804636,3614,20.03179168701172
1638816331.6853416,3616,19.793062210083008
1638816338.7260146,3630,19.195846557617188
1638816350.7953258,3654,18.415603637695312
